customer_id,last_purchase_date,recency_days,frequency,monetary,avg_basket_value,n_transactions,segment,city
798,2025-12-25,6,75,496432.46,6128.8,81,Regular,Sydney
799,2025-12-07,24,67,711312.27,9879.34,72,Budget,Adelaide
800,2025-12-27,4,65,805385.4,12202.81,66,Budget,Adelaide
801,2025-12-22,9,71,919492.74,12950.6,71,Regular,Sydney
802,2025-12-30,1,67,985536.76,14283.14,69,Regular,Sydney
803,2025-12-30,1,78,1290892.15,15936.94,81,Regular,Adelaide
804,2025-12-09,22,65,686224.83,10091.54,68,Budget,Brisbane
805,2025-12-19,12,63,1290689.54,20167.02,64,Premium,Melbourne
806,2025-12-22,9,65,499611.96,7456.89,67,Budget,Brisbane
807,2025-12-25,6,68,809161.91,11726.98,69,Premium,Sydney
808,2025-12-30,1,81,1097360.71,13063.82,84,Budget,Sydney
809,2025-12-27,4,61,765884.35,11966.94,64,Budget,Melbourne
810,2025-12-29,2,75,907171.68,11630.41,78,Regular,Adelaide
811,2025-12-13,18,63,901584.9,13660.38,66,Budget,Adelaide
812,2025-12-31,0,65,484913.52,7131.08,68,Regular,Sydney
813,2025-12-30,1,72,1074914.63,14724.86,73,Regular,Brisbane
814,2025-12-26,5,63,519396.77,7869.65,66,Budget,Adelaide
815,2025-12-14,17,68,789102.76,10809.63,73,Regular,Adelaide
816,2025-12-27,4,63,1000217.35,15628.4,64,Premium,Adelaide
817,2025-12-29,2,61,798532.36,12675.12,63,Premium,Sydney
818,2025-12-26,5,63,447234.01,6988.03,64,Budget,Sydney
819,2025-12-22,9,66,818416.87,11691.67,70,Regular,Sydney
820,2025-12-16,15,62,857936.44,13618.04,63,Budget,Sydney
821,2025-12-28,3,74,709347.95,9094.2,78,Budget,Sydney
822,2025-12-30,1,65,717938.38,10557.92,68,Budget,Melbourne
823,2025-12-31,0,72,1121041.51,15149.21,74,Premium,Brisbane
824,2025-12-20,11,66,615360.03,8790.86,70,Premium,Melbourne
825,2025-12-22,9,68,716714.51,9685.33,74,Regular,Melbourne
826,2025-12-29,2,72,747407.56,9834.31,76,Regular,Sydney
827,2025-12-23,8,60,838674.72,13527.01,62,Regular,Sydney
828,2025-12-25,6,52,448887.36,8312.73,54,Regular,Adelaide
829,2025-12-31,0,86,990794.25,11008.83,90,Regular,Brisbane
830,2025-12-30,1,52,424736.41,7865.49,54,Regular,Sydney
831,2025-12-26,5,56,509970.94,9106.62,56,Budget,Adelaide
832,2025-12-26,5,73,619557.74,8152.08,76,Budget,Adelaide
833,2025-12-23,8,66,610714.01,9253.24,66,Premium,Adelaide
834,2025-12-18,13,71,715540.46,9801.92,73,Regular,Sydney
835,2025-12-22,9,67,707415.23,10105.93,70,Premium,Brisbane
836,2025-12-19,12,62,795784.56,12631.5,63,Budget,Adelaide
837,2025-12-31,0,66,882752.97,12793.52,69,Regular,Adelaide
838,2025-12-06,25,60,550432.62,8737.03,63,Budget,Sydney
839,2025-12-21,10,69,1345954.51,18693.81,72,Budget,Adelaide
840,2025-12-15,16,52,567358.6,10704.88,53,Budget,Melbourne
841,2025-12-31,0,80,910926.71,11246.01,81,Budget,Melbourne
842,2025-12-26,5,70,766335.73,10643.55,72,Premium,Brisbane
843,2025-12-23,8,74,510453.04,6380.66,80,Budget,Adelaide
844,2025-12-25,6,70,685970.15,9269.87,74,Regular,Sydney
845,2025-12-31,0,57,531589.11,8574.02,62,Regular,Brisbane
846,2025-12-21,10,74,1375194.99,17859.68,77,Regular,Adelaide
847,2025-12-24,7,63,662161.35,9883.01,67,Regular,Brisbane
848,2025-12-26,5,85,945958.26,10282.16,92,Budget,Melbourne
849,2025-12-12,19,71,1498359.73,18966.58,79,Premium,Sydney
850,2025-12-05,26,66,413483.77,6264.91,66,Regular,Brisbane
851,2025-12-20,11,64,945759.85,13510.86,70,Regular,Brisbane
852,2025-12-28,3,72,855775.98,11113.97,77,Regular,Brisbane
853,2025-12-27,4,65,771891.76,11520.77,67,Budget,Adelaide
854,2025-12-25,6,62,1222045.4,18800.7,65,Premium,Brisbane
855,2025-12-27,4,55,565635.84,9427.26,60,Budget,Brisbane
856,2025-12-31,0,76,1104739.52,13310.11,83,Budget,Sydney
857,2025-12-16,15,70,1003221.07,13742.75,73,Budget,Brisbane
858,2025-12-28,3,70,610965.2,8728.07,70,Regular,Sydney
859,2025-12-31,0,68,771069.33,10860.13,71,Regular,Brisbane
860,2025-12-25,6,64,872454.43,13422.38,65,Regular,Sydney
861,2025-12-27,4,58,520117.0,8668.62,60,Regular,Adelaide
862,2025-12-27,4,80,580161.36,7075.14,82,Budget,Melbourne
863,2025-12-12,19,70,563434.69,7718.28,73,Premium,Melbourne
864,2025-12-23,8,57,797066.83,13983.63,57,Regular,Sydney
865,2025-12-15,16,74,446027.37,6027.4,74,Regular,Sydney
866,2025-12-30,1,84,579620.09,6739.77,86,Budget,Adelaide
867,2025-12-12,19,60,507285.63,7926.34,64,Premium,Melbourne
868,2025-12-31,0,80,787250.46,9484.95,83,Budget,Brisbane
869,2025-12-12,19,60,620562.87,9262.13,67,Budget,Adelaide
870,2025-12-26,5,64,1127961.12,15886.78,71,Regular,Brisbane
871,2025-12-29,2,67,807848.01,11540.69,70,Budget,Sydney
872,2025-12-19,12,59,413842.74,6674.88,62,Budget,Melbourne
873,2025-12-28,3,74,487999.86,6506.66,75,Regular,Melbourne
874,2025-12-16,15,59,1027521.94,16572.93,62,Budget,Melbourne
875,2025-12-27,4,72,1072652.94,13930.56,77,Premium,Sydney
876,2025-12-16,15,73,748893.17,10120.18,74,Budget,Brisbane
877,2025-12-28,3,58,863794.85,13932.17,62,Regular,Melbourne
878,2025-12-21,10,66,840053.57,12174.69,69,Regular,Melbourne
879,2025-12-25,6,69,868717.39,11900.24,73,Regular,Melbourne
880,2025-12-26,5,58,687596.16,11090.26,62,Regular,Melbourne
881,2025-12-31,0,61,666718.93,10417.48,64,Regular,Sydney
882,2025-12-30,1,75,948275.38,12003.49,79,Premium,Melbourne
883,2025-12-31,0,76,659101.04,8343.05,79,Budget,Adelaide
884,2025-12-04,27,64,751294.99,11383.26,66,Budget,Brisbane
885,2025-12-10,21,77,779202.75,9502.47,82,Regular,Brisbane
886,2025-12-31,0,56,1047717.64,18064.1,58,Regular,Adelaide
887,2025-12-20,11,65,898383.17,13020.05,69,Budget,Brisbane
888,2025-12-24,7,83,617641.04,6862.68,90,Regular,Sydney
889,2025-12-21,10,71,693940.11,9012.21,77,Premium,Melbourne
890,2025-12-10,21,61,597048.81,9046.19,66,Regular,Melbourne
891,2025-12-31,0,56,1212207.39,20203.46,60,Premium,Melbourne
892,2025-12-01,30,65,737183.74,10382.87,71,Regular,Sydney
893,2025-12-20,11,58,656288.73,10254.51,64,Regular,Sydney
894,2025-12-28,3,85,731069.47,8500.81,86,Budget,Melbourne
895,2025-12-31,0,80,739046.56,8694.67,85,Premium,Adelaide
896,2025-12-22,9,68,1029870.37,14925.66,69,Budget,Brisbane
897,2025-11-13,48,52,454966.22,8584.27,53,Regular,Adelaide
898,2025-12-25,6,70,931954.08,12593.97,74,Regular,Sydney
899,2025-12-30,1,63,573008.64,8552.37,67,Regular,Melbourne
900,2025-12-26,5,64,434871.06,6395.16,68,Regular,Brisbane
901,2025-12-24,7,71,819953.21,11080.45,74,Regular,Melbourne
902,2025-12-31,0,65,1284059.87,18883.23,68,Premium,Melbourne
903,2025-12-29,2,64,543409.39,8360.14,65,Regular,Melbourne
904,2025-12-27,4,75,991095.58,12545.51,79,Regular,Sydney
905,2025-12-30,1,71,1218230.23,16243.07,75,Budget,Adelaide
906,2025-12-30,1,73,898215.25,11976.2,75,Regular,Adelaide
907,2025-12-16,15,66,611875.05,8867.75,69,Regular,Sydney
908,2025-12-27,4,73,776401.55,10215.81,76,Budget,Melbourne
909,2025-12-22,9,60,468109.31,7314.21,64,Budget,Brisbane
910,2025-12-24,7,70,422669.47,5711.75,74,Regular,Adelaide
911,2025-12-23,8,62,1050580.61,16162.78,65,Regular,Adelaide
912,2025-11-08,53,71,889428.08,11402.92,78,Regular,Melbourne
913,2025-12-27,4,81,964172.95,11082.45,87,Budget,Brisbane
914,2025-12-26,5,66,871536.17,12816.71,68,Budget,Adelaide
915,2025-12-30,1,83,1007873.81,10722.06,94,Budget,Adelaide
916,2025-12-28,3,65,591785.61,9104.39,65,Regular,Melbourne
917,2025-12-22,9,66,1077838.49,15850.57,68,Premium,Adelaide
918,2025-12-27,4,62,1331893.04,20180.2,66,Budget,Melbourne
919,2025-12-30,1,55,604456.56,10793.87,56,Regular,Sydney
920,2025-12-07,24,59,1034208.4,16159.51,64,Budget,Adelaide
921,2025-12-28,3,72,628987.61,8499.83,74,Budget,Adelaide
922,2025-12-05,26,54,435038.61,7632.26,57,Budget,Melbourne
923,2025-12-29,2,74,477620.01,6284.47,76,Budget,Melbourne
924,2025-12-29,2,68,1021897.51,14810.11,69,Regular,Melbourne
925,2025-12-25,6,60,552133.78,8764.03,63,Premium,Sydney
926,2025-12-29,2,76,1148135.88,14533.37,79,Budget,Adelaide
927,2025-12-31,0,71,1069155.23,14255.4,75,Regular,Sydney
928,2025-12-29,2,78,951768.4,11467.09,83,Regular,Brisbane
929,2025-12-31,0,59,818399.14,13199.99,62,Premium,Sydney
930,2025-12-21,10,69,374233.11,5126.48,73,Regular,Brisbane
931,2025-12-29,2,67,671881.2,9331.68,72,Budget,Adelaide
932,2025-12-20,11,81,750551.72,8830.02,85,Regular,Brisbane
933,2025-12-23,8,63,893405.57,14181.04,63,Budget,Brisbane
934,2025-12-21,10,68,702473.54,9893.99,71,Premium,Adelaide
935,2025-12-31,0,68,569534.79,7801.85,73,Budget,Adelaide
936,2025-12-24,7,46,410189.71,8371.22,49,Regular,Adelaide
937,2025-12-20,11,67,620821.72,8743.97,71,Budget,Sydney
938,2025-12-31,0,63,407886.76,6275.18,65,Regular,Brisbane
939,2025-12-22,9,69,827902.39,11341.13,73,Premium,Adelaide
940,2025-12-31,0,65,809461.03,12264.56,66,Regular,Melbourne
941,2025-12-27,4,74,1043074.97,13546.43,77,Regular,Brisbane
942,2025-12-25,6,63,1236687.37,18737.69,66,Premium,Sydney
943,2025-12-24,7,81,1005237.82,12111.3,83,Premium,Adelaide
944,2025-12-16,15,64,640636.76,9151.95,70,Budget,Brisbane
945,2025-11-20,41,72,631796.24,8205.15,77,Regular,Brisbane
946,2025-11-21,40,74,668079.01,8676.35,77,Regular,Adelaide
947,2025-12-31,0,72,799733.83,10807.21,74,Regular,Sydney
948,2025-12-15,16,75,744321.85,9666.52,77,Budget,Melbourne
949,2025-12-27,4,63,583912.26,8715.11,67,Budget,Adelaide
950,2025-12-26,5,71,821999.68,10675.32,77,Premium,Sydney
951,2025-12-17,14,67,783915.73,11198.8,70,Premium,Adelaide
952,2025-12-27,4,73,771240.4,10147.9,76,Regular,Melbourne
953,2025-12-25,6,61,759886.47,11513.43,66,Premium,Brisbane
954,2025-12-28,3,60,862505.51,13911.38,62,Regular,Brisbane
955,2025-11-23,38,65,683623.74,10053.29,68,Regular,Brisbane
956,2025-12-31,0,68,1052748.58,15481.6,68,Regular,Adelaide
957,2025-12-19,12,66,856370.0,12593.68,68,Regular,Melbourne
958,2025-12-26,5,74,905963.47,12079.51,75,Regular,Sydney
959,2025-12-30,1,64,472464.92,7268.69,65,Budget,Melbourne
960,2025-12-22,9,71,1179160.1,15313.77,77,Regular,Brisbane
961,2025-12-11,20,74,813360.15,10041.48,81,Budget,Adelaide
962,2025-12-22,9,62,889384.82,13896.64,64,Budget,Adelaide
963,2025-12-23,8,71,819333.79,10924.45,75,Regular,Melbourne
964,2025-12-14,17,67,765674.79,10938.21,70,Regular,Adelaide
965,2025-12-28,3,59,464883.09,7379.1,63,Budget,Sydney
966,2025-12-19,12,66,659378.56,9556.21,69,Regular,Sydney
967,2025-12-22,9,50,963257.53,18524.18,52,Premium,Sydney
968,2025-12-26,5,58,651813.73,10513.12,62,Budget,Adelaide
969,2025-12-26,5,63,690461.1,10153.84,68,Budget,Sydney
970,2025-12-20,11,69,1004615.26,14149.51,71,Budget,Brisbane
971,2025-12-19,12,64,928969.95,13271.0,70,Regular,Adelaide
972,2025-12-21,10,62,664135.96,10377.12,64,Regular,Adelaide
973,2025-12-31,0,69,652841.01,8943.03,73,Budget,Adelaide
974,2025-12-30,1,77,839078.99,10621.25,79,Regular,Sydney
975,2025-12-31,0,78,970806.52,12288.69,79,Budget,Melbourne
976,2025-12-30,1,69,1015758.59,13365.24,76,Budget,Brisbane
977,2025-11-12,49,67,642881.61,8928.91,72,Premium,Brisbane
978,2025-12-19,12,67,763928.81,10185.72,75,Budget,Brisbane
979,2025-12-28,3,66,1140506.2,15840.36,72,Budget,Brisbane
980,2025-12-29,2,63,1021118.04,15016.44,68,Regular,Melbourne
981,2025-12-28,3,67,832389.71,12063.62,69,Regular,Sydney
982,2025-12-22,9,64,339636.35,5225.17,65,Premium,Melbourne
983,2025-12-12,19,61,696155.0,10710.08,65,Premium,Melbourne
984,2025-12-14,17,71,693438.77,9245.85,75,Budget,Brisbane
985,2025-12-25,6,62,977983.67,13774.42,71,Budget,Adelaide
986,2025-12-23,8,73,1386461.02,17775.14,78,Regular,Brisbane
987,2025-11-30,31,77,320848.28,4113.44,78,Budget,Brisbane
988,2025-11-28,33,74,845811.63,10984.57,77,Premium,Sydney
989,2025-12-15,16,58,480932.4,8151.4,59,Regular,Brisbane
990,2025-12-14,17,69,580076.67,7946.26,73,Budget,Melbourne
991,2025-12-23,8,62,747535.44,11680.24,64,Regular,Sydney
992,2025-12-31,0,75,659732.85,7948.59,83,Budget,Sydney
993,2025-12-15,16,71,1029971.54,14109.2,73,Regular,Adelaide
994,2025-12-28,3,64,802783.64,11634.55,69,Regular,Adelaide
995,2025-12-30,1,68,958572.41,13313.51,72,Regular,Brisbane
996,2025-12-28,3,69,957025.08,13292.01,72,Regular,Adelaide
997,2025-12-31,0,84,1044261.12,12003.0,87,Regular,Sydney
998,2025-12-14,17,62,817725.19,12580.39,65,Premium,Melbourne
999,2025-12-19,12,72,324277.81,4382.13,74,Premium,Adelaide
1000,2025-12-30,1,63,975400.43,14344.12,68,Regular,Sydney
1001,2025-12-18,13,79,878051.52,10452.99,84,Budget,Brisbane
1002,2025-12-12,19,64,827779.75,12542.12,66,Regular,Sydney
1003,2025-12-19,12,67,1092518.61,15387.59,71,Premium,Melbourne
1004,2025-12-30,1,78,732044.32,8927.37,82,Budget,Melbourne
1005,2025-12-20,11,79,1229624.7,14638.39,84,Regular,Melbourne
1006,2025-12-30,1,72,624263.15,8551.55,73,Regular,Adelaide
1007,2025-12-12,19,64,1098615.35,16397.24,67,Budget,Adelaide
1008,2025-12-24,7,78,1376657.78,16388.78,84,Regular,Brisbane
1009,2025-12-20,11,60,971454.6,15178.98,64,Budget,Brisbane
1010,2025-12-15,16,61,521731.47,8152.05,64,Regular,Sydney
1011,2025-12-13,18,68,582344.53,8319.21,70,Regular,Sydney
1012,2025-12-25,6,82,836444.15,10200.54,82,Regular,Sydney
1013,2025-12-17,14,63,487222.23,6766.98,72,Regular,Adelaide
1014,2025-12-28,3,70,627338.82,8364.52,75,Budget,Sydney
1015,2025-12-29,2,90,1269918.52,13091.94,97,Regular,Melbourne
1016,2025-12-29,2,77,665792.05,8535.8,78,Regular,Adelaide
1017,2025-12-27,4,60,1134796.19,18012.64,63,Regular,Brisbane
1018,2025-12-26,5,65,447107.38,6387.25,70,Premium,Brisbane
1019,2025-12-24,7,63,684557.29,10696.21,64,Budget,Sydney
1020,2025-12-31,0,66,431266.64,6250.24,69,Premium,Brisbane
1021,2025-12-13,18,64,890370.22,12719.57,70,Budget,Brisbane
1022,2025-12-25,6,60,791264.81,12971.55,61,Budget,Melbourne
1023,2025-12-29,2,72,1063331.54,13632.46,78,Regular,Brisbane
1024,2025-12-07,24,67,626857.45,8955.11,70,Budget,Adelaide
1025,2025-12-16,15,63,339500.94,5223.09,65,Budget,Melbourne
1026,2025-12-24,7,60,727936.92,11740.92,62,Budget,Melbourne
1027,2025-12-20,11,68,771922.06,10872.14,71,Regular,Melbourne
1028,2025-12-26,5,77,1072602.19,13407.53,80,Regular,Adelaide
1029,2025-11-29,32,55,505320.83,8150.34,62,Budget,Sydney
1030,2025-12-16,15,66,1118045.43,16441.84,68,Regular,Adelaide
1031,2025-12-25,6,66,1207776.04,18299.64,66,Regular,Adelaide
1032,2025-12-29,2,77,935112.56,11544.6,81,Budget,Melbourne
1033,2025-12-30,1,82,796378.83,9260.22,86,Budget,Brisbane
1034,2025-12-31,0,63,238242.93,3452.8,69,Premium,Adelaide
1035,2025-12-27,4,78,1823262.63,22234.91,82,Regular,Adelaide
1036,2025-12-31,0,63,276389.7,4187.72,66,Regular,Melbourne
1037,2025-12-21,10,62,780168.45,12383.63,63,Regular,Sydney
1038,2025-12-17,14,62,452922.03,7076.91,64,Budget,Brisbane
1039,2025-11-28,33,63,643623.39,9751.87,66,Budget,Sydney
1040,2025-12-20,11,63,818891.69,12222.26,67,Regular,Sydney
1041,2025-12-29,2,66,894653.83,12425.75,72,Budget,Adelaide
1042,2025-12-29,2,65,964362.54,13776.61,70,Regular,Melbourne
1043,2025-12-26,5,51,955043.47,18726.34,51,Regular,Brisbane
1044,2025-11-27,34,51,468624.98,9188.73,51,Regular,Sydney
1045,2025-12-01,30,65,530814.26,7806.09,68,Regular,Sydney
1046,2025-12-25,6,83,858025.91,9977.05,86,Budget,Sydney
1047,2025-12-25,6,66,850174.23,11488.84,74,Budget,Melbourne
1048,2025-12-16,15,62,951902.8,14644.66,65,Budget,Sydney
1049,2025-12-31,0,75,1036105.09,12635.43,82,Regular,Melbourne
1050,2025-12-30,1,90,733321.07,7638.76,96,Budget,Melbourne
1051,2025-12-30,1,63,940126.44,14244.34,66,Budget,Brisbane
1052,2025-12-22,9,66,1022193.31,14814.4,69,Budget,Brisbane
1053,2025-12-11,20,78,1022207.38,12939.33,79,Budget,Melbourne
1054,2025-12-23,8,59,749687.84,12289.96,61,Regular,Melbourne
1055,2025-12-27,4,66,530768.64,7921.92,67,Budget,Sydney
1056,2025-12-26,5,79,754089.24,8768.48,86,Premium,Melbourne
1057,2025-12-13,18,68,620980.48,8391.63,74,Budget,Adelaide
1058,2025-12-30,1,76,1528210.38,18412.17,83,Regular,Adelaide
1059,2025-12-29,2,75,1000589.96,12994.67,77,Regular,Melbourne
1060,2025-12-26,5,73,1034080.81,13606.33,76,Budget,Adelaide
1061,2025-12-26,5,74,747023.58,9337.79,80,Premium,Brisbane
1062,2025-12-29,2,78,561167.45,6525.2,86,Premium,Sydney
1063,2025-12-17,14,69,1052895.75,14423.23,73,Premium,Adelaide
1064,2025-12-14,17,67,502299.92,7279.71,69,Budget,Melbourne
1065,2025-12-06,25,78,728166.61,8773.09,83,Budget,Brisbane
1066,2025-12-27,4,77,1018954.91,12736.94,80,Regular,Brisbane
1067,2025-12-29,2,48,941277.96,17759.96,53,Budget,Melbourne
1068,2025-12-01,30,57,597470.4,9636.62,62,Regular,Brisbane
1069,2025-12-21,10,77,675592.55,8444.91,80,Regular,Brisbane
1070,2025-12-26,5,74,712222.99,9249.65,77,Regular,Melbourne
1071,2025-12-30,1,84,999170.32,11226.63,89,Regular,Melbourne
1072,2025-12-24,7,67,361582.86,5021.98,72,Regular,Brisbane
1073,2025-12-29,2,67,1065959.22,15227.99,70,Budget,Sydney
1074,2025-12-27,4,69,779068.61,10972.8,71,Budget,Sydney
1075,2025-12-14,17,79,1491541.14,17756.44,84,Regular,Adelaide
1076,2025-12-21,10,72,666826.54,8891.02,75,Regular,Melbourne
1077,2025-12-28,3,69,848898.37,11790.26,72,Budget,Brisbane
1078,2025-12-31,0,53,764018.1,13403.83,57,Regular,Brisbane
1079,2025-12-29,2,69,1134101.77,15325.7,74,Regular,Adelaide
1080,2025-12-17,14,70,1247414.57,17087.87,73,Regular,Brisbane
1081,2025-12-15,16,76,874368.01,11067.95,79,Regular,Brisbane
1082,2025-12-13,18,64,633699.76,9458.21,67,Budget,Adelaide
1083,2025-12-16,15,70,685707.73,9393.26,73,Budget,Adelaide
1084,2025-11-27,34,70,1077419.59,14365.59,75,Regular,Sydney
1085,2025-12-03,28,61,558384.34,9153.84,61,Budget,Brisbane
1086,2025-12-22,9,69,731519.66,9885.4,74,Regular,Sydney
1087,2025-12-14,17,77,1145150.75,14314.38,80,Regular,Adelaide
1088,2025-12-24,7,65,1190746.85,17010.67,70,Budget,Sydney
1089,2025-12-25,6,66,693149.81,10045.65,69,Budget,Sydney
1090,2025-12-08,23,57,595305.49,9449.29,63,Budget,Sydney
1091,2025-12-25,6,67,626428.58,8465.25,74,Premium,Brisbane
1092,2025-11-27,34,60,283933.2,4654.64,61,Regular,Sydney
1093,2025-12-23,8,62,591423.98,8960.97,66,Budget,Sydney
1094,2025-12-04,27,69,719487.84,9722.81,74,Premium,Brisbane
1095,2025-12-28,3,75,662709.0,7796.58,85,Regular,Adelaide
1096,2025-12-30,1,70,711243.4,9611.4,74,Regular,Brisbane
1097,2025-12-30,1,59,678207.08,10596.99,64,Premium,Melbourne
1098,2025-12-30,1,81,667153.5,7942.3,84,Budget,Brisbane
1099,2025-12-29,2,77,899395.63,11680.46,77,Budget,Brisbane
1100,2025-12-31,0,74,992624.74,12564.87,79,Regular,Melbourne
1101,2025-12-21,10,67,784078.26,11363.45,69,Budget,Brisbane
1102,2025-12-27,4,74,642003.78,8337.71,77,Regular,Sydney
1103,2025-12-12,19,82,761718.31,9068.08,84,Budget,Sydney
1104,2025-12-14,17,71,631448.56,8770.12,72,Budget,Brisbane
1105,2025-12-25,6,73,1009437.05,13109.57,77,Budget,Melbourne
1106,2025-12-22,9,65,1023782.28,14419.47,71,Regular,Sydney
1107,2025-12-27,4,60,595385.44,9020.99,66,Budget,Sydney
1108,2025-12-30,1,62,702691.15,10646.84,66,Budget,Adelaide
1109,2025-12-03,28,61,615971.79,9624.56,64,Premium,Melbourne
1110,2025-12-11,20,74,810926.94,10670.09,76,Budget,Sydney
1111,2025-12-13,18,67,450791.32,6439.88,70,Budget,Brisbane
1112,2025-12-30,1,74,950934.96,12512.3,76,Budget,Brisbane
1113,2025-12-25,6,46,535819.03,11162.9,48,Budget,Melbourne
1114,2025-12-31,0,85,1142441.06,12554.3,91,Budget,Adelaide
1115,2025-12-21,10,64,1078770.58,15864.27,68,Regular,Melbourne
1116,2025-12-29,2,86,751075.06,8253.57,91,Budget,Brisbane
1117,2025-12-21,10,64,786600.4,11740.3,67,Premium,Brisbane
1118,2025-12-18,13,62,1131242.17,17403.73,65,Premium,Brisbane
1119,2025-12-25,6,56,920382.21,16435.4,56,Budget,Sydney
1120,2025-12-20,11,48,433806.79,8506.02,51,Budget,Brisbane
1121,2025-12-31,0,78,1087602.5,12359.12,88,Budget,Brisbane
1122,2025-12-11,20,63,1048368.97,16128.75,65,Regular,Sydney
1123,2025-12-24,7,73,726190.58,9682.54,75,Budget,Sydney
1124,2025-12-29,2,71,820140.14,11390.84,72,Premium,Brisbane
1125,2025-12-27,4,67,751793.32,10895.56,69,Regular,Sydney
1126,2025-12-07,24,67,983252.74,13848.63,71,Regular,Adelaide
1127,2025-12-17,14,62,1114326.91,16883.74,66,Regular,Sydney
1128,2025-12-17,14,60,419556.39,6992.61,60,Premium,Adelaide
1129,2025-12-16,15,62,816759.29,12375.14,66,Budget,Brisbane
1130,2025-12-26,5,72,293036.74,3959.96,74,Regular,Melbourne
1131,2025-12-20,11,72,1435863.53,19144.85,75,Budget,Melbourne
1132,2025-12-31,0,60,1154841.84,18330.82,63,Premium,Melbourne
1133,2025-12-03,28,72,794868.12,10888.6,73,Regular,Brisbane
1134,2025-12-25,6,65,721777.36,10460.54,69,Regular,Adelaide
1135,2025-12-05,26,70,939595.44,12697.24,74,Budget,Sydney
1136,2025-12-28,3,61,630654.74,9853.98,64,Premium,Brisbane
1137,2025-12-22,9,65,721340.75,10929.41,66,Regular,Adelaide
1138,2025-12-05,26,80,959013.75,11282.51,85,Regular,Melbourne
1139,2025-12-19,12,66,580155.2,8287.93,70,Premium,Brisbane
1140,2025-12-31,0,69,990821.32,13761.41,72,Budget,Sydney
1141,2025-12-15,16,78,905246.6,11039.59,82,Budget,Adelaide
1142,2025-12-21,10,63,735427.28,11142.84,66,Regular,Sydney
1143,2025-12-27,4,67,463564.46,6622.35,70,Budget,Melbourne
1144,2025-12-29,2,66,616380.24,8560.84,72,Budget,Melbourne
1145,2025-12-25,6,63,680060.67,9855.95,69,Budget,Melbourne
1146,2025-12-26,5,53,699388.31,12716.15,55,Budget,Sydney
1147,2025-12-31,0,71,865353.21,11238.35,77,Premium,Brisbane
1148,2025-12-29,2,59,737922.6,11901.98,62,Regular,Sydney
1149,2025-12-29,2,63,657537.52,9669.67,68,Budget,Adelaide
1150,2025-12-27,4,74,1146943.83,14518.28,79,Regular,Sydney
1151,2025-12-29,2,81,1103336.38,12682.03,87,Regular,Melbourne
1152,2025-12-23,8,72,588051.65,8167.38,72,Regular,Adelaide
1153,2025-12-30,1,63,382902.95,5801.56,66,Premium,Sydney
1154,2025-12-27,4,67,416567.9,5867.15,71,Premium,Sydney
1155,2025-12-17,14,77,806417.82,9487.27,85,Budget,Brisbane
1156,2025-12-28,3,63,863804.6,13087.95,66,Budget,Sydney
1157,2025-12-21,10,66,1115150.54,15930.72,70,Regular,Adelaide
1158,2025-12-31,0,76,990516.98,12698.94,78,Regular,Melbourne
1159,2025-12-20,11,80,889936.66,10594.48,84,Regular,Adelaide
1160,2025-12-13,18,77,498653.06,6007.87,83,Regular,Sydney
1161,2025-12-29,2,69,1319205.12,18322.29,72,Regular,Sydney
1162,2025-12-26,5,67,878494.74,12731.81,69,Budget,Adelaide
1163,2025-12-03,28,69,817665.85,11200.9,73,Budget,Adelaide
1164,2025-12-23,8,70,835855.8,11609.11,72,Budget,Adelaide
1165,2025-12-30,1,53,690670.77,12557.65,55,Budget,Melbourne
1166,2025-12-20,11,67,1047600.91,14350.7,73,Budget,Melbourne
1167,2025-12-22,9,80,1154148.09,13905.4,83,Regular,Brisbane
1168,2025-12-20,11,67,709495.47,10135.65,70,Budget,Melbourne
1169,2025-12-28,3,75,762666.82,9654.01,79,Budget,Sydney
1170,2025-12-21,10,62,467144.74,6972.31,67,Regular,Melbourne
1171,2025-12-24,7,54,812157.04,14002.71,58,Regular,Brisbane
1172,2025-12-19,12,72,1098720.72,14456.85,76,Budget,Sydney
1173,2025-12-29,2,73,620389.69,7953.71,78,Regular,Melbourne
1174,2025-12-11,20,55,369566.05,6599.39,56,Premium,Melbourne
1175,2025-12-25,6,69,905199.78,12572.22,72,Regular,Sydney
1176,2025-11-30,31,57,874321.14,14819.0,59,Regular,Sydney
1177,2025-12-30,1,60,783695.66,12439.61,63,Budget,Melbourne
1178,2025-11-20,41,63,228798.4,3519.98,65,Premium,Sydney
1179,2025-12-25,6,73,847568.45,11007.38,77,Budget,Melbourne
1180,2025-12-24,7,77,795153.14,10194.27,78,Premium,Brisbane
1181,2025-12-31,0,68,889511.39,12354.32,72,Regular,Adelaide
1182,2025-12-18,13,71,1081798.06,14234.19,76,Budget,Sydney
1183,2025-12-11,20,69,1368959.69,18252.8,75,Budget,Melbourne
1184,2025-12-27,4,66,393484.42,5702.67,69,Regular,Sydney
1185,2025-12-31,0,68,822896.71,11926.04,69,Regular,Melbourne
1186,2025-12-23,8,77,751712.35,9280.4,81,Budget,Melbourne
1187,2025-12-27,4,72,732159.43,9633.68,76,Regular,Adelaide
1188,2025-12-30,1,76,1109669.56,14600.92,76,Premium,Melbourne
1189,2025-12-27,4,71,498904.6,6652.06,75,Regular,Adelaide
1190,2025-12-30,1,73,952613.96,12371.61,77,Regular,Sydney
