date,city,temp_celsius,rainfall_mm,is_rainy
2025-06-01,Melbourne,36.2,16.5,True
2025-06-02,Melbourne,37.4,34.8,True
2025-06-03,Melbourne,36.9,0.0,False
2025-06-04,Melbourne,38.5,10.7,True
2025-06-05,Melbourne,39.7,4.9,True
2025-06-06,Melbourne,38.1,3.9,True
2025-06-07,Melbourne,33.8,2.5,True
2025-06-08,Melbourne,36.2,0.0,False
2025-06-09,Melbourne,39.6,13.8,True
2025-06-10,Melbourne,35.3,36.9,True
2025-06-11,Melbourne,40.8,2.1,True
2025-06-12,Melbourne,38.8,0.0,False
2025-06-13,Melbourne,39.5,0.0,False
2025-06-14,Melbourne,36.9,0.0,False
2025-06-15,Melbourne,34.9,20.0,True
2025-06-16,Melbourne,37.1,17.4,True
2025-06-17,Melbourne,35.9,4.8,True
2025-06-18,Melbourne,40.5,12.5,True
2025-06-19,Melbourne,34.6,18.5,True
2025-06-20,Melbourne,33.9,6.3,True
2025-06-21,Melbourne,35.6,,False
2025-06-22,Melbourne,34.3,12.2,True
2025-06-23,Melbourne,39.6,14.9,True
2025-06-24,Melbourne,36.4,0.0,False
2025-06-25,Melbourne,35.2,0.0,False
2025-06-26,Melbourne,32.9,9.6,True
2025-06-27,Melbourne,35.8,56.2,True
2025-06-28,Melbourne,31.7,12.1,True
2025-06-29,Melbourne,33.4,0.0,False
2025-06-30,Melbourne,33.4,4.3,True
2025-07-01,Melbourne,35.3,20.3,True
2025-07-02,Melbourne,40.6,0.0,False
2025-07-03,Melbourne,33.3,0.0,False
2025-07-04,Melbourne,34.2,,True
2025-07-05,Melbourne,39.2,2.6,True
2025-07-06,Melbourne,34.1,58.6,True
2025-07-07,Melbourne,31.3,0.0,False
2025-07-08,Melbourne,36.8,2.8,True
2025-07-09,Melbourne,33.3,0.0,False
2025-07-10,Melbourne,37.3,9.1,True
2025-07-11,Melbourne,35.2,0.0,False
2025-07-12,Melbourne,36.6,0.0,False
2025-07-13,Melbourne,35.8,,True
2025-07-14,Melbourne,30.5,0.0,False
2025-07-15,Melbourne,30.7,1.7,True
2025-07-16,Melbourne,32.2,14.7,True
2025-07-17,Melbourne,36.8,16.6,True
2025-07-18,Melbourne,33.5,0.0,False
2025-07-19,Melbourne,36.0,9.6,True
2025-07-20,Melbourne,34.7,57.8,True
2025-07-21,Melbourne,35.3,0.0,False
2025-07-22,Melbourne,36.5,7.8,True
2025-07-23,Melbourne,31.8,0.0,False
2025-07-24,Melbourne,33.4,11.3,True
2025-07-25,Melbourne,29.4,0.0,False
2025-07-26,Melbourne,33.5,0.1,True
2025-07-27,Melbourne,31.0,0.0,False
2025-07-28,Melbourne,38.8,45.1,True
2025-07-29,Melbourne,31.0,0.0,False
2025-07-30,Melbourne,34.8,14.7,True
2025-07-31,Melbourne,28.4,31.7,True
2025-08-01,Melbourne,31.6,0.0,False
2025-08-02,Melbourne,31.9,24.1,True
2025-08-03,Melbourne,33.6,0.0,False
2025-08-04,Melbourne,28.3,0.0,False
2025-08-05,Melbourne,31.2,17.8,True
2025-08-06,Melbourne,29.6,0.0,False
2025-08-07,Melbourne,33.1,0.0,False
2025-08-08,Melbourne,38.2,18.8,True
2025-08-09,Melbourne,32.5,5.4,True
2025-08-10,Melbourne,32.4,22.4,True
2025-08-11,Melbourne,32.3,46.0,True
2025-08-12,Melbourne,27.2,1.9,True
2025-08-13,Melbourne,25.3,,True
2025-08-14,Melbourne,26.6,5.4,True
2025-08-15,Melbourne,34.5,0.0,False
2025-08-16,Melbourne,32.1,0.0,False
2025-08-17,Melbourne,24.6,9.7,True
2025-08-18,Melbourne,28.3,10.5,True
2025-08-19,Melbourne,31.6,49.5,True
2025-08-20,Melbourne,33.1,0.0,False
2025-08-21,Melbourne,25.6,0.0,False
2025-08-22,Melbourne,30.0,0.0,False
2025-08-23,Melbourne,27.1,0.0,False
2025-08-24,Melbourne,29.1,0.0,False
2025-08-25,Melbourne,24.8,0.0,False
2025-08-26,Melbourne,30.8,0.0,False
2025-08-27,Melbourne,25.6,3.4,True
2025-08-28,Melbourne,25.6,0.0,False
2025-08-29,Melbourne,23.0,62.0,True
2025-08-30,Melbourne,26.5,3.9,True
2025-08-31,Melbourne,26.3,0.0,False
2025-09-01,Melbourne,22.5,3.4,True
2025-09-02,Melbourne,24.0,5.2,True
2025-09-03,Melbourne,26.6,0.0,False
2025-09-04,Melbourne,20.8,1.6,True
2025-09-05,Melbourne,28.3,2.1,True
2025-09-06,Melbourne,21.1,23.1,True
2025-09-07,Melbourne,24.1,22.5,True
2025-09-08,Melbourne,20.1,0.0,False
2025-09-09,Melbourne,23.6,14.4,True
2025-09-10,Melbourne,23.7,2.5,True
2025-09-11,Melbourne,23.0,34.3,True
2025-09-12,Melbourne,24.0,0.0,False
2025-09-13,Melbourne,24.8,0.0,False
2025-09-14,Melbourne,18.9,,True
2025-09-15,Melbourne,21.9,0.0,False
2025-09-16,Melbourne,20.2,0.0,False
2025-09-17,Melbourne,19.9,0.0,False
2025-09-18,Melbourne,23.3,0.0,False
2025-09-19,Melbourne,20.4,11.1,True
2025-09-20,Melbourne,23.4,0.0,False
2025-09-21,Melbourne,25.8,13.8,True
2025-09-22,Melbourne,21.3,0.0,False
2025-09-23,Melbourne,21.1,0.0,False
2025-09-24,Melbourne,23.1,0.0,False
2025-09-25,Melbourne,21.5,0.0,False
2025-09-26,Melbourne,19.3,3.2,True
2025-09-27,Melbourne,24.5,0.0,False
2025-09-28,Melbourne,21.2,0.0,False
2025-09-29,Melbourne,26.4,11.8,True
2025-09-30,Melbourne,23.1,1.2,True
2025-10-01,Melbourne,22.9,0.0,False
2025-10-02,Melbourne,22.4,0.0,False
2025-10-03,Melbourne,22.5,0.0,False
2025-10-04,Melbourne,25.1,0.0,False
2025-10-05,Melbourne,21.3,0.0,False
2025-10-06,Melbourne,26.7,0.0,False
2025-10-07,Melbourne,21.5,0.0,False
2025-10-08,Melbourne,21.5,0.0,False
2025-10-09,Melbourne,26.1,0.0,False
2025-10-10,Melbourne,23.5,0.0,False
2025-10-11,Melbourne,16.7,0.0,False
2025-10-12,Melbourne,19.0,0.0,False
2025-10-13,Melbourne,20.4,0.0,False
2025-10-14,Melbourne,23.7,0.0,False
2025-10-15,Melbourne,23.9,0.0,False
2025-10-16,Melbourne,19.7,0.0,False
2025-10-17,Melbourne,18.3,0.0,False
2025-10-18,Melbourne,19.1,0.0,False
2025-10-19,Melbourne,19.8,28.4,True
2025-10-20,Melbourne,20.3,0.0,False
2025-10-21,Melbourne,17.1,0.0,False
2025-10-22,Melbourne,17.2,0.0,False
2025-10-23,Melbourne,17.6,1.1,True
2025-10-24,Melbourne,19.7,0.0,False
2025-10-25,Melbourne,22.1,0.0,False
2025-10-26,Melbourne,16.5,0.0,False
2025-10-27,Melbourne,19.5,0.0,False
2025-10-28,Melbourne,19.4,0.0,False
2025-10-29,Melbourne,19.8,0.0,False
2025-10-30,Melbourne,17.5,0.0,False
2025-10-31,Melbourne,19.6,0.0,False
2025-11-01,Melbourne,20.1,0.0,False
2025-11-02,Melbourne,17.3,0.0,False
2025-11-03,Melbourne,18.6,0.0,False
2025-11-04,Melbourne,17.6,0.0,False
2025-11-05,Melbourne,16.1,0.0,False
2025-11-06,Melbourne,14.7,0.0,False
2025-11-07,Melbourne,16.3,0.0,False
2025-11-08,Melbourne,16.4,0.0,False
2025-11-09,Melbourne,14.5,0.0,False
2025-11-10,Melbourne,18.7,0.0,False
2025-11-11,Melbourne,19.7,0.0,False
2025-11-12,Melbourne,17.1,0.0,False
2025-11-13,Melbourne,17.4,0.0,False
2025-11-14,Melbourne,16.2,0.0,False
2025-11-15,Melbourne,17.1,0.0,False
2025-11-16,Melbourne,18.6,0.0,False
2025-11-17,Melbourne,18.1,0.0,False
2025-11-18,Melbourne,17.0,0.0,False
2025-11-19,Melbourne,15.9,0.0,False
2025-11-20,Melbourne,19.0,0.0,False
2025-11-21,Melbourne,16.1,0.0,False
2025-11-22,Melbourne,14.1,0.0,False
2025-11-23,Melbourne,17.4,0.0,False
2025-11-24,Melbourne,13.0,0.0,False
2025-11-25,Melbourne,17.8,0.0,False
2025-11-26,Melbourne,17.9,0.0,False
2025-11-27,Melbourne,15.5,0.0,False
2025-11-28,Melbourne,15.8,0.0,False
2025-11-29,Melbourne,19.3,0.0,False
2025-11-30,Melbourne,22.1,0.0,False
2025-12-01,Melbourne,17.1,0.0,False
2025-12-02,Melbourne,12.1,0.0,False
2025-12-03,Melbourne,15.6,0.0,False
2025-12-04,Melbourne,18.0,0.0,False
2025-12-05,Melbourne,16.7,0.0,False
2025-12-06,Melbourne,17.8,0.0,False
2025-12-07,Melbourne,17.4,0.0,False
2025-12-08,Melbourne,17.5,0.0,False
2025-12-09,Melbourne,12.4,0.0,False
2025-12-10,Melbourne,16.0,0.0,False
2025-12-11,Melbourne,15.8,0.0,False
2025-12-12,Melbourne,15.8,0.0,False
2025-12-13,Melbourne,18.8,0.0,False
2025-12-14,Melbourne,14.5,66.2,True
2025-12-15,Melbourne,13.7,0.0,False
2025-12-16,Melbourne,17.5,17.1,True
2025-12-17,Melbourne,15.5,0.0,False
2025-12-18,Melbourne,17.6,0.0,False
2025-12-19,Melbourne,15.6,0.0,False
2025-12-20,Melbourne,16.9,0.0,False
2025-12-21,Melbourne,16.7,0.0,False
2025-12-22,Melbourne,20.8,0.0,False
2025-12-23,Melbourne,15.9,0.0,False
2025-12-24,Melbourne,19.2,0.0,False
2025-12-25,Melbourne,17.7,0.0,False
2025-12-26,Melbourne,20.3,0.0,False
2025-12-27,Melbourne,22.0,0.0,False
2025-12-28,Melbourne,17.9,0.0,False
2025-12-29,Melbourne,14.2,0.0,False
2025-12-30,Melbourne,15.6,0.0,False
2025-12-31,Melbourne,15.1,9.0,True
2024-01-01,Brisbane,21.5,0.0,False
2024-01-02,Brisbane,19.7,0.0,False
2024-01-03,Brisbane,20.9,0.0,False
2024-01-04,Brisbane,18.7,0.0,False
2024-01-05,Brisbane,18.3,0.0,False
2024-01-06,Brisbane,19.7,0.0,False
2024-01-07,Brisbane,21.9,0.0,False
2024-01-08,Brisbane,16.9,0.0,False
2024-01-09,Brisbane,24.1,0.0,False
2024-01-10,Brisbane,22.0,0.0,False
2024-01-11,Brisbane,17.8,0.0,False
2024-01-12,Brisbane,20.1,25.4,True
2024-01-13,Brisbane,18.9,0.0,False
2024-01-14,Brisbane,19.4,0.0,False
2024-01-15,Brisbane,16.2,0.0,False
2024-01-16,Brisbane,23.6,0.0,False
2024-01-17,Brisbane,18.9,0.0,False
2024-01-18,Brisbane,17.9,0.0,False
2024-01-19,Brisbane,17.9,0.0,False
2024-01-20,Brisbane,20.3,0.0,False
2024-01-21,Brisbane,20.8,0.0,False
2024-01-22,Brisbane,25.6,0.0,False
2024-01-23,Brisbane,23.6,0.0,False
2024-01-24,Brisbane,20.2,0.0,False
2024-01-25,Brisbane,25.4,0.0,False
2024-01-26,Brisbane,24.9,0.0,False
2024-01-27,Brisbane,19.2,7.3,True
2024-01-28,Brisbane,25.6,0.0,False
2024-01-29,Brisbane,20.1,0.0,False
2024-01-30,Brisbane,21.6,0.0,False
2024-01-31,Brisbane,24.1,0.0,False
2024-02-01,Brisbane,23.5,0.0,False
2024-02-02,Brisbane,22.6,0.0,False
2024-02-03,Brisbane,25.7,0.0,False
2024-02-04,Brisbane,21.0,0.0,False
2024-02-05,Brisbane,24.0,0.0,False
2024-02-06,Brisbane,22.0,0.0,False
2024-02-07,Brisbane,23.0,0.0,False
2024-02-08,Brisbane,19.2,0.0,False
2024-02-09,Brisbane,23.5,0.0,False
2024-02-10,Brisbane,21.4,0.0,False
2024-02-11,Brisbane,20.5,0.0,False
2024-02-12,Brisbane,21.7,0.0,False
2024-02-13,Brisbane,29.5,0.0,False
2024-02-14,Brisbane,25.3,0.0,False
2024-02-15,Brisbane,27.2,0.0,False
2024-02-16,Brisbane,23.0,0.0,False
2024-02-17,Brisbane,29.8,0.0,False
2024-02-18,Brisbane,23.9,5.0,True
2024-02-19,Brisbane,27.0,0.0,False
2024-02-20,Brisbane,24.1,0.0,False
2024-02-21,Brisbane,28.8,0.0,False
2024-02-22,Brisbane,25.7,0.0,False
2024-02-23,Brisbane,30.6,0.0,False
2024-02-24,Brisbane,28.8,0.0,False
2024-02-25,Brisbane,26.5,0.0,False
2024-02-26,Brisbane,21.1,0.0,False
2024-02-27,Brisbane,26.9,0.0,False
2024-02-28,Brisbane,23.7,0.0,False
2024-02-29,Brisbane,29.7,0.0,False
2024-03-01,Brisbane,25.6,0.0,False
2024-03-02,Brisbane,27.8,0.0,False
2024-03-03,Brisbane,32.1,0.0,False
2024-03-04,Brisbane,30.8,0.0,False
2024-03-05,Brisbane,25.6,0.0,False
2024-03-06,Brisbane,28.0,0.0,False
2024-03-07,Brisbane,28.9,1.5,True
2024-03-08,Brisbane,31.5,0.0,False
2024-03-09,Brisbane,18.8,0.0,False
2024-03-10,Brisbane,29.2,0.0,False
2024-03-11,Brisbane,30.4,0.0,False
2024-03-12,Brisbane,30.7,0.0,False
2024-03-13,Brisbane,33.0,0.0,False
2024-03-14,Brisbane,30.7,0.0,False
2024-03-15,Brisbane,32.4,0.0,False
2024-03-16,Brisbane,29.4,0.0,False
2024-03-17,Brisbane,30.3,0.0,False
2024-03-18,Brisbane,32.8,0.0,False
2024-03-19,Brisbane,36.0,0.0,False
2024-03-20,Brisbane,32.0,15.7,True
2024-03-21,Brisbane,31.2,0.0,False
2024-03-22,Brisbane,30.0,0.0,False
2024-03-23,Brisbane,30.1,0.0,False
2024-03-24,Brisbane,29.1,0.0,False
2024-03-25,Brisbane,32.1,0.0,False
2024-03-26,Brisbane,27.2,0.0,False
2024-03-27,Brisbane,32.8,0.0,False
2024-03-28,Brisbane,33.0,0.0,False
2024-03-29,Brisbane,34.3,0.0,False
2024-03-30,Brisbane,39.7,0.0,False
2024-03-31,Brisbane,26.6,0.0,False
2024-04-01,Brisbane,33.5,0.0,False
2024-04-02,Brisbane,34.1,0.0,False
2024-04-03,Brisbane,30.8,0.0,False
2024-04-04,Brisbane,32.2,0.0,False
2024-04-05,Brisbane,31.6,0.0,False
2024-04-06,Brisbane,34.4,0.0,False
2024-04-07,Brisbane,35.9,0.0,False
2024-04-08,Brisbane,30.4,0.0,False
2024-04-09,Brisbane,34.4,0.0,False
2024-04-10,Brisbane,36.8,0.0,False
2024-04-11,Brisbane,32.0,0.0,False
2024-04-12,Brisbane,27.8,,False
2024-04-13,Brisbane,31.7,0.0,False
2024-04-14,Brisbane,31.6,0.0,False
2024-04-15,Brisbane,32.1,0.0,False
2024-04-16,Brisbane,38.8,0.0,False
2024-04-17,Brisbane,39.6,0.0,False
2024-04-18,Brisbane,38.2,0.0,False
2024-04-19,Brisbane,33.9,0.0,False
2024-04-20,Brisbane,38.5,0.0,False
2024-04-21,Brisbane,29.6,0.0,False
2024-04-22,Brisbane,32.4,0.0,False
2024-04-23,Brisbane,37.0,0.0,False
2024-04-24,Brisbane,33.7,0.0,False
2024-04-25,Brisbane,32.4,0.0,False
2024-04-26,Brisbane,36.2,0.0,False
2024-04-27,Brisbane,36.4,0.0,False
2024-04-28,Brisbane,36.7,0.0,False
2024-04-29,Brisbane,37.1,0.0,False
2024-04-30,Brisbane,36.5,0.0,False
2024-05-01,Brisbane,35.5,0.0,False
2024-05-02,Brisbane,36.0,0.0,False
2024-05-03,Brisbane,38.0,0.0,False
2024-05-04,Brisbane,36.7,0.0,False
2024-05-05,Brisbane,34.9,0.0,False
2024-05-06,Brisbane,34.4,0.0,False
2024-05-07,Brisbane,36.4,0.0,False
2024-05-08,Brisbane,39.6,7.1,True
2024-05-09,Brisbane,39.9,0.0,False
2024-05-10,Brisbane,37.8,0.0,False
2024-05-11,Brisbane,32.9,15.6,True
2024-05-12,Brisbane,37.4,0.0,False
2024-05-13,Brisbane,38.7,0.0,False
2024-05-14,Brisbane,35.9,0.0,False
2024-05-15,Brisbane,38.2,0.0,False
2024-05-16,Brisbane,39.9,0.0,False
2024-05-17,Brisbane,36.6,4.2,True
2024-05-18,Brisbane,37.5,0.0,False
2024-05-19,Brisbane,39.9,0.0,False
2024-05-20,Brisbane,32.6,0.0,False
2024-05-21,Brisbane,37.3,25.5,True
2024-05-22,Brisbane,41.7,6.8,True
2024-05-23,Brisbane,39.4,11.5,True
2024-05-24,Brisbane,34.6,0.0,False
2024-05-25,Brisbane,34.6,0.0,False
2024-05-26,Brisbane,39.0,24.9,True
2024-05-27,Brisbane,40.4,0.0,False
2024-05-28,Brisbane,40.5,0.0,False
2024-05-29,Brisbane,38.3,0.0,False
2024-05-30,Brisbane,35.4,0.0,False
2024-05-31,Brisbane,34.0,,True
2024-06-01,Brisbane,39.5,22.2,True
2024-06-02,Brisbane,40.9,3.5,True
2024-06-03,Brisbane,40.6,0.0,False
2024-06-04,Brisbane,37.8,9.6,True
2024-06-05,Brisbane,34.1,4.1,True
2024-06-06,Brisbane,36.7,22.2,True
2024-06-07,Brisbane,37.3,16.1,True
2024-06-08,Brisbane,41.9,0.0,False
2024-06-09,Brisbane,35.1,0.0,False
2024-06-10,Brisbane,36.9,11.8,True
2024-06-11,Brisbane,35.6,25.5,True
2024-06-12,Brisbane,38.0,1.1,True
2024-06-13,Brisbane,37.8,0.0,False
2024-06-14,Brisbane,34.1,0.0,False
2024-06-15,Brisbane,34.9,0.0,False
2024-06-16,Brisbane,34.1,0.0,False
2024-06-17,Brisbane,37.5,0.0,False
2024-06-18,Brisbane,37.5,0.0,False
2024-06-19,Brisbane,37.1,40.7,True
2024-06-20,Brisbane,31.9,45.9,True
2024-06-21,Brisbane,37.0,,True
2024-06-22,Brisbane,33.1,2.4,True
2024-06-23,Brisbane,33.6,21.7,True
2024-06-24,Brisbane,39.3,36.8,True
2024-06-25,Brisbane,37.2,7.3,True
2024-06-26,Brisbane,36.6,0.0,True
2024-06-27,Brisbane,35.4,0.0,False
2024-06-28,Brisbane,41.4,15.2,True
2024-06-29,Brisbane,36.4,43.9,True
2024-06-30,Brisbane,36.7,26.2,True
2024-07-01,Brisbane,35.6,0.7,True
2024-07-02,Brisbane,36.0,0.0,False
2024-07-03,Brisbane,37.4,29.9,True
2024-07-04,Brisbane,35.3,0.0,False
2024-07-05,Brisbane,36.4,0.0,False
2024-07-06,Brisbane,34.8,64.5,True
2024-07-07,Brisbane,41.2,10.5,True
2024-07-08,Brisbane,35.3,0.0,False
2024-07-09,Brisbane,33.9,21.6,True
2024-07-10,Brisbane,36.0,0.0,False
2024-07-11,Brisbane,30.9,14.6,True
2024-07-12,Brisbane,32.7,8.0,True
2024-07-13,Brisbane,35.5,0.0,False
2024-07-14,Brisbane,32.8,10.9,True
2024-07-15,Brisbane,32.3,3.5,True
2024-07-16,Brisbane,34.1,25.1,True
2024-07-17,Brisbane,33.8,12.9,True
2024-07-18,Brisbane,37.8,0.0,False
2024-07-19,Brisbane,33.3,16.3,True
2024-07-20,Brisbane,33.5,0.0,False
2024-07-21,Brisbane,31.0,0.5,True
2024-07-22,Brisbane,33.9,7.9,True
2024-07-23,Brisbane,27.3,0.0,False
2024-07-24,Brisbane,33.6,13.9,True
2024-07-25,Brisbane,30.4,21.4,True
2024-07-26,Brisbane,29.1,,True
2024-07-27,Brisbane,35.0,29.5,True
2024-07-28,Brisbane,34.7,0.0,False
2024-07-29,Brisbane,31.4,0.0,False
2024-07-30,Brisbane,31.0,0.0,False
2024-07-31,Brisbane,36.6,0.0,False
2024-08-01,Brisbane,26.3,0.0,False
2024-08-02,Brisbane,31.6,14.3,True
2024-08-03,Brisbane,27.0,0.0,False
2024-08-04,Brisbane,29.9,0.0,False
2024-08-05,Brisbane,28.3,0.0,False
2024-08-06,Brisbane,28.9,6.9,True
2024-08-07,Brisbane,26.4,5.1,True
2024-08-08,Brisbane,29.8,0.0,False
2024-08-09,Brisbane,34.1,0.0,False
2024-08-10,Brisbane,33.2,0.0,False
2024-08-11,Brisbane,30.3,0.0,False
2024-08-12,Brisbane,28.6,6.6,True
2024-08-13,Brisbane,30.8,0.0,False
2024-08-14,Brisbane,31.1,1.6,True
2024-08-15,Brisbane,30.6,29.3,True
2024-08-16,Brisbane,30.7,0.0,False
2024-08-17,Brisbane,27.9,43.1,True
2024-08-18,Brisbane,27.6,0.0,False
2024-08-19,Brisbane,29.6,16.2,True
2024-08-20,Brisbane,30.5,0.0,False
2024-08-21,Brisbane,26.8,6.7,True
2024-08-22,Brisbane,22.0,0.0,False
2024-08-23,Brisbane,28.4,28.1,True
2024-08-24,Brisbane,23.4,5.0,True
2024-08-25,Brisbane,28.5,34.9,True
2024-08-26,Brisbane,22.8,0.0,False
2024-08-27,Brisbane,32.3,0.0,False
2024-08-28,Brisbane,27.0,16.3,True
2024-08-29,Brisbane,26.5,0.0,False
2024-08-30,Brisbane,28.1,0.0,False
2024-08-31,Brisbane,26.4,0.0,False
2024-09-01,Brisbane,28.9,0.0,False
2024-09-02,Brisbane,25.3,36.9,True
2024-09-03,Brisbane,29.8,14.0,True
2024-09-04,Brisbane,27.3,0.0,False
2024-09-05,Brisbane,26.0,0.0,False
2024-09-06,Brisbane,25.4,1.2,True
2024-09-07,Brisbane,22.7,76.0,True
2024-09-08,Brisbane,26.2,0.0,False
2024-09-09,Brisbane,29.2,15.9,True
2024-09-10,Brisbane,24.2,0.0,False
2024-09-11,Brisbane,27.3,0.0,False
2024-09-12,Brisbane,26.4,0.0,False
2024-09-13,Brisbane,24.7,2.2,True
2024-09-14,Brisbane,25.6,3.6,True
2024-09-15,Brisbane,23.5,,False
2024-09-16,Brisbane,20.4,0.0,False
2024-09-17,Brisbane,24.7,0.0,False
2024-09-18,Brisbane,23.1,14.2,True
2024-09-19,Brisbane,20.8,0.0,False
2024-09-20,Brisbane,24.7,0.0,False
2024-09-21,Brisbane,22.6,0.0,False
2024-09-22,Brisbane,22.8,14.8,True
2024-09-23,Brisbane,16.6,18.8,True
2024-09-24,Brisbane,28.8,0.0,False
2024-09-25,Brisbane,25.8,3.6,True
2024-09-26,Brisbane,21.5,19.9,True
2024-09-27,Brisbane,21.2,0.0,False
2024-09-28,Brisbane,23.5,0.0,False
2024-09-29,Brisbane,21.2,0.0,False
2024-09-30,Brisbane,20.2,0.0,False
2024-10-01,Brisbane,25.5,0.0,False
2024-10-02,Brisbane,20.6,0.0,False
2024-10-03,Brisbane,22.5,0.0,False
2024-10-04,Brisbane,22.3,0.0,False
2024-10-05,Brisbane,16.7,0.0,False
2024-10-06,Brisbane,24.6,0.0,False
2024-10-07,Brisbane,18.0,0.0,False
2024-10-08,Brisbane,17.1,0.0,False
2024-10-09,Brisbane,19.4,0.0,False
2024-10-10,Brisbane,18.4,5.9,True
2024-10-11,Brisbane,19.5,0.0,False
2024-10-12,Brisbane,22.9,12.6,True
2024-10-13,Brisbane,16.4,0.0,False
2024-10-14,Brisbane,20.9,0.0,False
2024-10-15,Brisbane,19.1,0.0,False
2024-10-16,Brisbane,13.8,0.0,False
2024-10-17,Brisbane,20.9,0.0,False
2024-10-18,Brisbane,20.2,0.0,False
2024-10-19,Brisbane,17.4,0.0,False
2024-10-20,Brisbane,20.9,0.0,False
2024-10-21,Brisbane,16.1,0.0,False
2024-10-22,Brisbane,18.2,0.0,False
2024-10-23,Brisbane,18.5,0.0,False
2024-10-24,Brisbane,18.7,0.0,False
2024-10-25,Brisbane,15.5,0.0,False
2024-10-26,Brisbane,21.7,0.0,False
2024-10-27,Brisbane,16.6,0.0,False
2024-10-28,Brisbane,14.3,0.0,False
2024-10-29,Brisbane,19.1,0.0,False
2024-10-30,Brisbane,23.1,0.0,False
2024-10-31,Brisbane,13.7,0.0,False
2024-11-01,Brisbane,15.7,0.0,False
2024-11-02,Brisbane,20.3,0.0,False
2024-11-03,Brisbane,18.0,0.0,False
2024-11-04,Brisbane,14.8,0.0,False
2024-11-05,Brisbane,17.3,3.3,True
2024-11-06,Brisbane,17.4,0.0,False
2024-11-07,Brisbane,13.7,0.0,False
2024-11-08,Brisbane,16.7,0.0,False
2024-11-09,Brisbane,19.7,0.0,False
2024-11-10,Brisbane,19.6,0.0,False
2024-11-11,Brisbane,15.7,0.0,False
2024-11-12,Brisbane,17.5,0.0,False
2024-11-13,Brisbane,20.8,0.0,False
2024-11-14,Brisbane,17.1,0.0,False
2024-11-15,Brisbane,12.2,0.0,False
2024-11-16,Brisbane,18.0,0.0,False
2024-11-17,Brisbane,17.7,0.0,False
2024-11-18,Brisbane,19.3,0.0,False
2024-11-19,Brisbane,16.8,0.0,False
2024-11-20,Brisbane,16.0,0.0,False
2024-11-21,Brisbane,14.3,0.0,False
2024-11-22,Brisbane,18.9,0.0,False
2024-11-23,Brisbane,15.7,8.9,True
2024-11-24,Brisbane,15.8,0.0,False
2024-11-25,Brisbane,19.9,0.0,False
2024-11-26,Brisbane,19.5,0.0,False
2024-11-27,Brisbane,22.5,0.0,False
2024-11-28,Brisbane,15.2,0.0,False
2024-11-29,Brisbane,15.6,0.0,False
2024-11-30,Brisbane,13.5,8.5,True
2024-12-01,Brisbane,16.8,0.0,False
2024-12-02,Brisbane,13.2,0.0,False
2024-12-03,Brisbane,17.8,0.0,False
2024-12-04,Brisbane,18.2,0.0,False
2024-12-05,Brisbane,18.6,0.0,False
2024-12-06,Brisbane,23.7,0.0,False
2024-12-07,Brisbane,16.6,0.0,False
2024-12-08,Brisbane,15.3,0.0,False
2024-12-09,Brisbane,12.0,0.0,False
2024-12-10,Brisbane,20.1,0.0,False
2024-12-11,Brisbane,13.7,0.0,False
2024-12-12,Brisbane,16.4,0.0,False
2024-12-13,Brisbane,14.3,0.0,False
2024-12-14,Brisbane,18.8,0.0,False
2024-12-15,Brisbane,15.1,0.0,False
2024-12-16,Brisbane,15.0,0.0,False
2024-12-17,Brisbane,21.2,0.0,False
2024-12-18,Brisbane,14.5,0.0,False
2024-12-19,Brisbane,17.2,0.0,False
2024-12-20,Brisbane,18.8,,False
2024-12-21,Brisbane,17.8,0.0,False
2024-12-22,Brisbane,18.6,0.0,False
2024-12-23,Brisbane,20.9,0.0,False
2024-12-24,Brisbane,18.3,0.0,False
2024-12-25,Brisbane,20.8,0.0,False
2024-12-26,Brisbane,16.6,0.0,False
2024-12-27,Brisbane,15.7,0.0,False
2024-12-28,Brisbane,19.9,0.0,False
2024-12-29,Brisbane,18.2,0.0,False
2024-12-30,Brisbane,13.1,0.0,False
2024-12-31,Brisbane,16.6,0.0,False
2025-01-01,Brisbane,19.2,0.0,False
2025-01-02,Brisbane,18.3,0.0,False
2025-01-03,Brisbane,16.7,0.0,False
2025-01-04,Brisbane,18.7,0.0,False
2025-01-05,Brisbane,19.1,0.0,False
2025-01-06,Brisbane,14.8,0.0,False
2025-01-07,Brisbane,21.8,0.0,False
2025-01-08,Brisbane,22.6,0.0,False
2025-01-09,Brisbane,17.4,4.7,True
2025-01-10,Brisbane,22.9,0.0,False
2025-01-11,Brisbane,19.9,0.0,False
2025-01-12,Brisbane,20.0,0.0,False
2025-01-13,Brisbane,19.6,0.0,False
2025-01-14,Brisbane,19.6,0.0,False
2025-01-15,Brisbane,16.6,0.0,False
2025-01-16,Brisbane,18.2,0.0,False
2025-01-17,Brisbane,16.2,6.8,True
2025-01-18,Brisbane,20.5,0.0,False
2025-01-19,Brisbane,24.8,0.0,False
2025-01-20,Brisbane,25.5,0.0,False
2025-01-21,Brisbane,24.3,0.0,False
2025-01-22,Brisbane,21.8,0.0,False
2025-01-23,Brisbane,23.3,0.0,False
2025-01-24,Brisbane,20.4,0.0,False
2025-01-25,Brisbane,24.2,0.0,False
2025-01-26,Brisbane,20.0,0.8,True
2025-01-27,Brisbane,23.7,0.0,False
2025-01-28,Brisbane,23.8,11.5,True
2025-01-29,Brisbane,25.8,0.0,False
